  6.27079E+13  3.41792E-07  8.96295E+04  1.63348E+01  1.00000E+00
  6.30245E+13  2.60965E-07  5.76739E+04  3.59563E+01  1.00000E+00
  6.33427E+13  1.75704E-07  3.47240E+04  7.47413E+01  1.00000E+00
  6.36625E+13  1.03494E-07  2.02702E+04  1.38674E+02  1.00000E+00
  6.39839E+13  5.31799E-08  1.23092E+04  3.56583E+02  1.00000E+00
  6.43069E+13  2.55811E-08  8.38512E+03  6.90682E+02  1.00000E+00
  6.46316E+13  1.48927E-08  6.36371E+03 -5.97893E+01  1.00000E+00
  6.49579E+13  1.13922E-08  5.02057E+03 -5.90458E+02  1.00000E+00
  6.52858E+13  9.30214E-09  3.95957E+03 -4.55681E+02  1.00000E+00
  6.56154E+13  7.34849E-09  3.11124E+03 -2.93156E+02  1.00000E+00
  6.59467E+13  5.61007E-09  2.45671E+03 -1.80264E+02  1.00000E+00
  6.62796E+13  4.26953E-09  1.96072E+03 -1.85559E+02  1.00000E+00
  6.66143E+13  3.29770E-09  1.58261E+03 -2.30430E+02  1.00000E+00
  6.69506E+13  2.58583E-09  1.28974E+03 -2.63822E+02  1.00000E+00
  6.72886E+13  2.03939E-09  1.06052E+03 -2.75424E+02  1.00000E+00
  6.76283E+13  1.60599E-09  8.80738E+02 -2.78917E+02  1.00000E+00
  6.79697E+13  1.25864E-09  7.40189E+02 -2.79126E+02  1.00000E+00
  6.83129E+13  9.82265E-10  6.30817E+02 -2.72124E+02  1.00000E+00
  6.86578E+13  7.68267E-10  5.45832E+02 -2.58774E+02  1.00000E+00
  6.90044E+13  6.10326E-10  4.79239E+02 -2.50866E+02  1.00000E+00
  6.93528E+13  4.99658E-10  4.25858E+02 -2.63143E+02  1.00000E+00
  6.97029E+13  4.23281E-10  3.81643E+02 -2.90972E+02  1.00000E+00
  7.00548E+13  3.67334E-10  3.43914E+02 -3.13103E+02  1.00000E+00
  7.04085E+13  3.22178E-10  3.11156E+02 -3.16379E+02  1.00000E+00
  7.07640E+13  2.83845E-10  2.82506E+02 -3.12909E+02  1.00000E+00
