  6.27079E+13  1.59461E+04  4.08535E+15  2.70259E-02  1.00000E+00
  6.30245E+13  1.30435E+04  2.54366E+15  2.01475E-02  1.00000E+00
  6.33427E+13  9.47894E+03  1.35087E+15  9.50262E-03  1.00000E+00
  6.36625E+13  5.74807E+03  5.51831E+14 -5.66344E-03  1.00000E+00
  6.39839E+13  2.32286E+03  1.38763E+14 -3.29451E-02  1.00000E+00
  6.43069E+13  3.68286E+02  1.80881E+13 -1.52542E-02  1.00000E+00
  6.46316E+13  4.32500E+01  2.31912E+12  5.88138E-02  1.00000E+00
  6.49579E+13  5.06279E+00  4.76023E+11  3.32153E+00  1.00000E+00
  6.52858E+13  5.72643E-01  2.60543E+11  2.76908E+02  1.00000E+00
  6.56154E+13  8.58103E-02  2.34488E+11  3.96931E+03  1.00000E+00
  6.59467E+13  5.22064E-02  2.27751E+11 -6.54005E+02  1.00000E+00
  6.62796E+13  5.61806E-02  2.22261E+11 -4.35011E+02  1.00000E+00
  6.66143E+13  5.63571E-02  2.16606E+11 -1.02755E+02  1.00000E+00
  6.69506E+13  5.52140E-02  2.11023E+11 -5.73503E+01  1.00000E+00
  6.72886E+13  5.44808E-02  2.05563E+11 -9.16484E+01  1.00000E+00
  6.76283E+13  5.35988E-02  2.00208E+11 -7.77924E+01  1.00000E+00
  6.79697E+13  5.27808E-02  1.94964E+11 -8.28352E+01  1.00000E+00
  6.83129E+13  5.19621E-02  1.89827E+11 -8.13798E+01  1.00000E+00
  6.86578E+13  5.11600E-02  1.84795E+11 -8.18439E+01  1.00000E+00
  6.90044E+13  5.03702E-02  1.79865E+11 -8.18190E+01  1.00000E+00
  6.93528E+13  4.95929E-02  1.75036E+11 -8.18994E+01  1.00000E+00
  6.97029E+13  4.88273E-02  1.70305E+11 -8.19611E+01  1.00000E+00
  7.00548E+13  4.80725E-02  1.65671E+11 -8.20256E+01  1.00000E+00
  7.04085E+13  4.73281E-02  1.61131E+11 -8.20928E+01  1.00000E+00
  7.07640E+13  4.65934E-02  1.56684E+11 -8.21550E+01  1.00000E+00
  7.11213E+13  4.58681E-02  1.52328E+11 -8.22176E+01  1.00000E+00
  7.14803E+13  4.51520E-02  1.48062E+11 -8.22789E+01  1.00000E+00
  7.18412E+13  4.44450E-02  1.43883E+11 -8.23402E+01  1.00000E+00
  7.22039E+13  4.37470E-02  1.39791E+11 -8.24021E+01  1.00000E+00
  7.25684E+13  4.30581E-02  1.35783E+11 -8.24649E+01  1.00000E+00
  7.29348E+13  4.23781E-02  1.31859E+11 -8.25294E+01  1.00000E+00
  7.33030E+13  4.17068E-02  1.28015E+11 -8.25958E+01  1.00000E+00
  7.36731E+13  4.10442E-02  1.24252E+11 -8.26653E+01  1.00000E+00
  7.40451E+13  4.03896E-02  1.20567E+11 -8.27394E+01  1.00000E+00
  7.44189E+13  3.97423E-02  1.16960E+11 -8.28207E+01  1.00000E+00
  7.47946E+13  3.91011E-02  1.13428E+11 -8.29128E+01  1.00000E+00
  7.51722E+13  3.84640E-02  1.09971E+11 -8.30201E+01  1.00000E+00
  7.55517E+13  3.78282E-02  1.06587E+11 -8.31477E+01  1.00000E+00
  7.59332E+13  3.71897E-02  1.03277E+11 -8.32996E+01  1.00000E+00
  7.63165E+13  3.65433E-02  1.00040E+11 -8.34771E+01  1.00000E+00
  7.67018E+13  3.58825E-02  9.68763E+10 -8.36771E+01  1.00000E+00
  7.70891E+13  3.51999E-02  9.37868E+10 -8.38903E+01  1.00000E+00
